identifier,mol,flag,mol_,cluster,stratify_key
4qnq_5,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)CCCCCC(=O)N2CCN(CC[C@H](CSC3=CC=CC=C3)NC4=CC=C(C=C4[S](=O)(=O)C(F)(F)F)[S](=O)(=O)NC(=O)C5=CC=C(C=C5)N6CCN(CC6)CC7=C(CCC(C)(C)C7)C8=CC=C(Cl)C=C8)CC2)C(C)(C)C)C9=CC=C(C=C9)C%10=C(C)N=CS%10,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa46437b0>,0,0-1
5uiu_6,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H](C[C@H]2C(=O)N[C@@H]3CCCC4=CC=CC=C34)NC(=O)CCCCCCCCCCC#CC5=CN=C(OC[C@@H]6CCC(=O)N6)C7=C5C=C(C(N)=O)C(=C7)OC,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa55cde40>,2,2-0
1err_29,CCN(CCCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C#N)C(C)(C)C)CCOC3=CC=C(C=C3)C(=O)C4=C(SC5=CC(=CC=C45)O)C6=CC=C(O)C=C6,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4036b70>,0,0-0
3k6p_16,COC1=CC(=CC=C1OCC2=CC=C(C=C2C(F)(F)F)C(F)(F)F)\C=C(/C#N)C(=O)NCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9a1ad620>,0,0-0
3mxf_34,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@@H](CC(=O)NCCNC(=O)COC4=CC=C(C=C4)N=NC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O)N=C2C8=CC=C(Cl)C=C8)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa415edf0>,0,0-1
6w8l_2,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H](C[C@H]2C(=O)N[C@@H]3CCCC4=CC=CC=C34)NC(=O)COCCOCCOCCOCC[N]5C=C(NC6=NC=C(Cl)C(=N6)NCC7=CC(=CC=C7F)F)C=N5,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd7f3a0>,3,3-1
5f1h_9,COC1=CC(=C(OC)C=C1CN2CC(C2)NC(=O)CCCCOCCOC3=CC(=CC=C3CNC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@@H](NC(=O)C5(F)CC5)C(C)(C)C)C6=C(C)N=CS6)C7=CN(C)C(=O)C8=CN=CC=C78,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa506f1c0>,0,0-1
6vs3_8,CN(C)C1CCN(CC1)C2=CC=C(NC3=CC4=C(C=N3)N=C(NC5=CC=C(F)C=C5)N=C4N6CCN(CC6)CC(=O)NCCC(=O)NC7=CC=CC8=C7CN(C9CCC(=O)NC9=O)C8=O)N=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd7f030>,1,1-1
2gqg_29,CC1=NC(=CC(=N1)N2CCN(CCCOC3=CC=C(C=C3)N=NC4=CC=C(C=C4)C(=O)NC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O)CC2)NC8=NC=C(S8)C(=O)NC9=C(C)C=CC=C9Cl,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f8dfa80>,1,1-1
5g0i_3,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=C(OCCC[N]3C=C(CCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=N3)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa56c0850>,0,0-1
2vti_5,ClC1=CC=CC(=C1C(=O)NC2=C[NH]N=C2C(=O)NC3CCN(CC3)C(=O)CCC(=O)NCCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f98d170>,0,0-0
2hyy_7,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(CCCCCCOCCOCCOCCOCCOCCOCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)CC3)C=C2)C=C1NC7=NC=CC(=N7)C8=CC=CN=C8,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd541c0>,0,0-0
6w8l_15,C[N]1C=C(NC2=NC=C(Cl)C(=N2)NCC3=CC(=CC(=C3F)OCCOCCOCCOCCOCCOCCOCC(=O)NC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)F)C=N1,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd7f3f0>,0,0-0
5wn8_7,O\N=C(/NC1=CC=C(F)C(=C1)Br)C2=NON=C2NCCNCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)NC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47d78a0>,0,0-0
3hll_20,CC1=CC(=C(Br)C(=O)N1C2=CC(=CC=C2C)C(=O)NCCCC3=C[N](CCCC(=O)NCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)OCC7=CC=C(F)C=C7F,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa43bce40>,0,0-1
1hwk_3,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCCC5=C[N](CCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fcab1c0>,0,0-0
3ue4_6,COC1=CC(=C(Cl)C=C1Cl)NC2=C3C=C(OC)C(=CC3=NC=C2C#N)OCCCN4CCN(CCCCCCOCCOCCOCCCCCC(=O)NC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)CC4,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4521760>,0,0-1
5ehr_13,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@H](NC(=O)CCCCCCCCCCCNC(=O)CCCC(=O)NC2=C(Cl)C(=CC=C2)SC3=NC=C(N=C3N)N4CCC(C)(N)CC4)C(C)(C)C)C5=CC=C(C=C5)C6=C(C)N=CS6,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e5da30>,0,0-1
5j8o_12,CC1=C(C=CC=C1COC2=CC(=C(CN3CCCCC3C(=O)NCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C2Cl)OCC7=CC=CC(=C7)C#N)C8=CC=CC=C8,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd47530>,7,7-0
2vti_4,ClC1=CC=CC(=C1C(=O)NC2=C[NH]N=C2C(=O)NC3CCN(CC3)C(=O)CCC(=O)NCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f98d1c0>,0,0-0
3hll_4,CC1=CC(=C(Br)C(=O)N1C2=CC(=CC=C2C)C(=O)NCCOCCOCCNC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O)OCC6=CC=C(F)C=C6F,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa43bc670>,6,6-1
6w7f_1,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCNC(=O)CCC4=CC=C(C(=N4)C)C5=CN=C(NCC6=C7CCOC7=CC=C6F)[N]8C=NN=C58)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd7f080>,0,0-1
2euf_11,CC(=O)C1=C(C)C2=C(N=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCCCCCC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5)N=C2)N(C9CCCC9)C1=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd673a0>,1,1-1
5p9j_12,NC1=NC=NC2=C1C(=N[N]2[C@@H]3C[C@H](N(C3)C(=O)C=C)C(=O)OCCOCCOCCOCCOCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C7=CC=C(OC8=CC=CC=C8)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f969710>,0,0-1
5t8e_55,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)N3CCC(CC3)C#CC4=CC=C(C=C4)C(=O)NC5C(C)(C)C(OC6=CC=C(C#N)C(=C6)Cl)C5(C)C)C7=CC=C(C=C7)C8=C(C)N=CS8)C9=CC(=NO9)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59e7a30>,0,0-1
7nq8_6,COC1=CC=CC=C1[S](=O)(=O)NC2=CC=C3N(C)C(=O)C4=CC(=CC2=C34)CCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd503f0>,13,13-0
5p9j_5,NC1=NC=NC2=C1C(=N[N]2C3CCN(CCOCCOCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)CC3)C7=CC=C(OC8=CC=CC=C8)C=C7,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59deda0>,0,0-0
3mxf_31,COC1=CC(=CC(=C1OCC(=O)NCCCCNC(=O)C[C@@H]2N=C(C3=CC=C(Cl)C=C3)C4=C(SC(=C4C)C)[N]5C(=NN=C25)C)OC)N=NC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f7c18a0>,0,0-1
3krr_2,COC1=CC(=CC=C1OCCCN2CCN(CCCCCCCCCC(=O)N[C@@H](C(=O)N3C[C@@H](O)C[C@@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)CC2)C6=CN=C7C=CC=C(C8=CC(=C(CN9CC[S](=O)(=O)CC9)C(=C8)F)F)C7=N6,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa44ef1c0>,0,0-0
1ej1_11,NC1=NC2=C(N=C[N]2[C@H]3O[C@@H](CO[P](O)(=O)O[P](O)(=O)NCCOCCOCCOCCOCCOCCOCCOCCC(=O)NC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)[C@H](O)[C@@H]3O)C(=O)N1,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e8b120>,10,10-0
5g0j_13,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=C(OCCC[N]3C=C(CCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=N3)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa56c0120>,0,0-0
4n14_1,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCOCCC(=O)NCCCOC(=O)NC(NC4=NC=CC=N4)C(Cl)(Cl)Cl)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4504b70>,0,0-1
1hwk_38,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCC5=C[N](CCCCCCOCCCC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fcab350>,0,0-1
6vs3_1,OCC1CCN(CC1)C2=NC(=NC3=C2C=C(NC4=CC=C(C=N4)N5CCN(CCCCCCCC(=O)NC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)CC5)N=C3)NC9=CC=C(F)C=C9,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd7f1c0>,1,1-1
6z45_12,COC1=C(O)C=C(O)C2=C1OC(=CC2=O)C3=CC=C(OCC4=C[N](CCCCCCC(=O)NC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C=C3,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd50350>,0,0-1
7nq8_5,CC[N]1N=C(C=C1NC2=NC(=NC3=C2C4=C([NH]3)C=C(C(=C4)OC)C5=C(C)ON=C5C)C(=O)NCCCC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)C9CC9,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd50cb0>,1,1-1
1hwk_23,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCCC5=C[N](CCOCCOCCOCCNC6=CC=C7C(=O)N(C8CCC(=O)NC8=O)C(=O)C7=C6)N=N5,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fcab030>,0,0-0
6peg_1,OC1=CC=C2CN(C(=O)OC2=C1)C3=CC=C(NC(=O)CCCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C3,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f5ca580>,0,0-1
1ej1_5,NC1=NC2=C(C(=O)N1)[N+](=C[N]2[C@@H]3O[C@H](CO[S](=O)(=O)NC(=O)CCC(=O)NCCCCCC(=O)NC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)[C@@H](O)[C@H]3O)CC7=CC=CC=C7,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4036350>,0,0-0
5p9j_21,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H](C[C@H]2C(=O)N[C@@H]3CCCC4=CC=CC=C34)NC(=O)COCCOCCOCCOCCN5CCN(CCCC(=O)N6CCC[C@H](C6)[N]7N=C(C8=CC=C(C=C8)C9=CC=CC=C9)C%10=C7N=CN=C%10N)CC5,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59debc0>,3,3-1
5g0j_15,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=C(OCCOCC[N]3C=C(CCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=N3)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa56c05d0>,5,5-0
6c7r_4,COC1=CC=CC=C1[S](=O)(=O)NC2=CC=C3N(C)C(=O)C4=CC(=CC2=C34)CCC(=O)NCCCCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47d7f30>,0,0-1
5l2t_6,CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(C=N3)N4CCN(CCCCNC(=O)CNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)CC4)N=C2[N]1C8CCCC8,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa46b0030>,0,0-1
5hzn_9,NC1=C2C(=NC=N1)[N](CCC[N]3C=C(CNC4=CC=C(OCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)C=C4)N=N3)N=C2C8=CC=C(Cl)C=C8,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e3ef80>,2,2-0
5t8e_26,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCCOC4=CC=C(C=C4)C5=CC=C(C=C5)N6C(=S)N(C(=O)C6(C)C)C7=CC=C(C#N)C(=C7)C(F)(F)F)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4d58620>,0,0-1
5vbp_19,COC1=CC(=CC=C1NC(=O)[C@@H]2N[C@@H](CC(C)(C)C)[C@@](C#N)([C@H]2C3=C(F)C(=CC=C3)Cl)C4=CC=C(Cl)C=C4F)C(=O)NCCOCCOCCOCCNC(=O)C[C@@H]5N=C(C6=CC=C(Cl)C=C6)C7=C(SC(=C7C)C)[N]8C(=NN=C58)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa413e8f0>,7,7-1
3ue4_3,COC1=CC(=C(Cl)C=C1Cl)NC2=C3C=C(OC)C(=CC3=NC=C2C#N)OCCCN4CCN(CCCCCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C)CC4,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467d0d0>,0,0-0
5ehr_3,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@H](NC(=O)CCCCNC(=O)CC(=O)NC2=C(Cl)C(=CC=C2)SC3=NC=C(N=C3N)N4CCC(C)(N)CC4)C(C)(C)C)C5=CC=C(C=C5)C6=C(C)N=CS6,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e5d440>,6,6-0
1ej1_12,NC1=NC2=C(C(=O)N1)[N+](=C[N]2[C@H]3O[C@@H](CO[P](O)(=O)O[P](O)(=O)NCCOCCOCCOCCC(=O)NC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)[C@H](O)[C@@H]3O)CC7=CC=CC=C7,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e8ba30>,0,0-0
4im0_2,CN(CCCNC1=NC(=NC=C1Br)NC2=CC=C(OCCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)C=C2)C(=O)C6CCC6,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd7c260>,0,0-0
6nuq_1,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(C[C@H](NC(=O)C3=CC4=CC(=CC=C4[NH]3)C(F)(F)[P](O)(O)=O)C(=O)N12)C(=O)CCCC#CC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O)C(=O)NC(C8=CC=CC=C8)C9=CC=CC=C9,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa43d5c10>,1,1-1
6nuq_13,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(C[C@H](NC(=O)C3=CC4=CC(=CC=C4[NH]3)C(F)(F)[P](O)(O)=O)C(=O)N12)C(=O)CC(=O)N5CCC(CC5)C#CC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)C(=O)NC(C9=CC=CC=C9)C%10=CC=CC=C%10,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa43d5cb0>,2,2-1
5t8e_37,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCNC(=O)C4=CC=C(C=C4F)N5C(=S)N(C(=O)C5(C)C)C6=CC=C(C#N)C(=C6)C(F)(F)F)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4d581c0>,0,0-1
4qvx_1,OC(=O)C1=C(CCCOC2=CC=C(C=C2F)C#CCN3CCN(CC3)C(=O)CCC[N]4C=C(COCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)SC(=N1)N8CCC9=C(C8)C(=CC=C9)C(=O)NC%10=NC%11=CC=CC=C%11S%10,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e641c0>,0,0-1
3k6p_1,COC1=CC(=CC=C1OC2=CC=C(C=C2C(F)(F)F)C#N)\C=C\3SC(=O)N(CC4=C[N](CCCNC(=O)[C@@H](N)CCCNC(N)=N)N=N4)C3=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa43bc030>,11,11-1
5p9j_18,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOC(=O)[C@@H]4C[C@@H](CN4C(=O)C=C)[N]5N=C(C6=CC=C(OC7=CC=CC=C7)C=C6)C8=C5N=CN=C8N)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59de580>,0,0-1
6w8l_6,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCC[N]4C=C(NC5=NC=C(Cl)C(=N5)NCC6=CC(=CC=C6F)F)C=N4)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4105120>,0,0-0
6hmb_3,ClC1=CC=CC(=C1)NC2=C3C=CN=CC3=C4C=CC(=CC4=N2)C(=O)OCCCCCC5=C[N](CC(=O)NC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4951530>,0,0-1
1s9i_2,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)COCOCOCOCCNC(=O)CCC2=CC=C(C=C2)[S](=O)(=O)NC3=C(NC4=CC=C(I)C=C4F)N(C)C(=O)C(=C3)C)C(C)(C)C)C5=CC=C(C=C5)C6=C(C)N=CS6,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fc57e90>,0,0-1
5j8o_7,CC1=C(C=CC=C1COC2=CC(=C(CN3CCCCC3C(=O)NCCCCCNC(=O)CCCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C2Cl)OCC7=CC=CC(=C7)C#N)C8=CC=CC=C8,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd477b0>,0,0-0
5trf_4,FC1=C(C=CC=C1Cl)[C@H]2[C@@H](NC3(CCCCC3)[C@@]24C(=O)NC5=CC(=CC=C45)Cl)C(=O)NC6=CC=C(C=C6)C(=O)NCCNC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59b2490>,0,0-1
5tob_18,CN(C1=NC=CC=C1CNC2=NC(=NC=C2C(F)(F)F)NC3=CC=C(NC(=O)C4=C[N](CCOCCOCCCC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C=C3)[S](C)(=O)=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa415d940>,0,0-1
4xuf_1,CC(C)(C)C(/O)=C/C(=N)N[N+](=O)NC1=CC=C(C=C1)C2=C[N]3C(=N2)SC4=CC(=CC=C34)OCCN5CCN(CC5)C(=O)CCC(=O)NCCCCNC(=O)COC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e648a0>,3,3-0
3lq5_2,ClC1=CC=CC(=C1C(=O)NC2=C[NH]N=C2C(=O)NC3CCN(CC3)C(=O)CCCCCNC(=O)COC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)Cl,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e44080>,0,0-1
3ue4_2,COC1=CC(=C(Cl)C=C1Cl)NC2=C3C=C(OC)C(=CC3=NC=C2C#N)OCCCN4CCN(CCCCCCOCCOCCOCCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C)CC4,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467d2b0>,0,0-0
5vbp_24,CC1=NN=C2COCC3=C(SC(=C3CC4=CC=CC=C4)C#CC5=C[N](CCCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=C5)[N]12,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa44fb2b0>,0,0-1
3mxf_18,CN1C(=O)N(CC2=C[N](COCC(=O)NC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O)N=N2)C(C6=CC=CC=C6)C7=CC(=CC=C17)C8=C(C)ON=C8C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f7c1080>,0,0-1
5gmp_10,COC1=CC(=CC=C1NC2=NC=C3C(=CC(=O)N(C4=CC(=CC=C4)NC(=O)C=C)C3=N2)C)N5CCN(CC5)C(=O)CCCCCCCCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC7=CC=C(C=C7)C8=C(C)N=CS8)C(C)(C)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa5066170>,0,0-1
6psj_4,CCN(CCCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(C)N=CS3)C(C)(C)C)CCOC4=CC=C(C=C4)[C@H]5[C@H](CCC6=CC(=CC=C56)O)C7=CC=CC=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f5ca530>,0,0-1
5t8e_54,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)N3CCC(CC3)C#CC4=CC=C(C=C4)[S](=O)CC(C)(O)C(=O)NC5=CC=C(C#N)C(=C5)C(F)(F)F)C6=CC=C(C=C6)C7=C(C)N=CS7)C8=CC(=NO8)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59e7d50>,0,0-1
4im0_25,CN(CCCNC1=NC(=NC=C1C=C)NC2=CC=C(OCCCOCCCCOCCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)C=C2)C(=O)C6CCC6,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd7c990>,0,0-1
3mxf_26,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=C2C7=CC=C(Cl)C=C7)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f7c18f0>,0,0-1
5gmp_14,COC1=CC(=CC=C1NC2=NC=C3C(=CC(=O)N(C4=CC(=CC=C4)NC(=O)C=C)C3=N2)C)N5CCN(CCCCCCCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC7=CC=C(C=C7)C8=C(C)N=CS8)C(C)(C)C)CC5,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa50666c0>,0,0-1
5gmp_1,COC1=CC(=CC=C1NC2=NC=C3C(=CC(=O)N(C4=CC(=CC=C4)NC(=O)C=C)C3=N2)C)N5CCN(CC5)C(=O)CCCCCCCCCCC(=O)NC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa5066120>,0,0-0
