identifier,mol,flag,mol_,cluster,stratify_key
3mxf_3,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=C2C7=CC=C(Cl)C=C7)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f7c1670>,0,0-1
3mxf_30,COC1=CC(=CC(=C1OCC(=O)NCCCNC(=O)C[C@@H]2N=C(C3=CC=C(Cl)C=C3)C4=C(SC(=C4C)C)[N]5C(=NN=C25)C)OC)N=NC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f7c1b70>,0,0-1
3mxf_31,COC1=CC(=CC(=C1OCC(=O)NCCCCNC(=O)C[C@@H]2N=C(C3=CC=C(Cl)C=C3)C4=C(SC(=C4C)C)[N]5C(=NN=C25)C)OC)N=NC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f7c18a0>,0,0-1
3mxf_32,COC1=CC(=CC(=C1OCC(=O)NCCCCCNC(=O)C[C@@H]2N=C(C3=CC=C(Cl)C=C3)C4=C(SC(=C4C)C)[N]5C(=NN=C25)C)OC)N=NC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa415e710>,0,0-1
3mxf_33,COC1=CC(=CC(=C1OCC(=O)NCCCCCCNC(=O)C[C@@H]2N=C(C3=CC=C(Cl)C=C3)C4=C(SC(=C4C)C)[N]5C(=NN=C25)C)OC)N=NC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa415ed50>,0,0-1
3mxf_34,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@@H](CC(=O)NCCNC(=O)COC4=CC=C(C=C4)N=NC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O)N=C2C8=CC=C(Cl)C=C8)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa415edf0>,0,0-1
3mxf_35,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCCCCNC(=O)COC4=CC=C(C=C4)N=NC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O)N=C2C8=CC=C(Cl)C=C8)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa415e030>,0,0-1
3mxf_36,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCCCCCCNC(=O)COC4=CC=C(C=C4)N=NC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O)N=C2C8=CC=C(Cl)C=C8)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa415ecb0>,0,0-1
3mxf_37,COC1=CC(=CC(=C1OCC(=O)NCCNC(=O)C[C@@H]2N=C(C3=CC=C(Cl)C=C3)C4=C(SC(=C4C)C)[N]5C(=NN=C25)C)OC)N=NC6=CC=C7C(=O)N(C8CCC(=O)NC8=O)C(=O)C7=C6,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa415e490>,0,0-1
3mxf_38,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NC4=CC=C(C=C4)N=NC5=CC=C(NC(=O)COC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)C=C5)N=C2C9=CC=C(Cl)C=C9)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa415e210>,0,0-1
3mxf_39,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCC4=CC=C(C=C4)N=NC5=CC=C(NC(=O)COC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)C=C5)N=C2C9=CC=C(Cl)C=C9)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa415eb20>,0,0-1
3mxf_4,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCCOCCOCCOCC(=O)N[C@H](CC4=CC=CC=C4)C(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C)N=C2C8=CC=C(Cl)C=C8)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa415ead0>,0,0-1
3mxf_40,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCCC4=CC=C(C=C4)N=NC5=CC=C(NC(=O)COC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)C=C5)N=C2C9=CC=C(Cl)C=C9)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa415e530>,0,0-1
3mxf_41,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NC4=CC=C5N=NC6=CC=C(NC(=O)COC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O)C=C6CCC5=C4)N=C2C%10=CC=C(Cl)C=C%10)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa415e260>,0,0-1
3mxf_42,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCCCCOC4=CC=C(OC5=CC=C(C=C5)N(CC6=CC=CC=C6)C(=O)CCl)C=C4)N=C2C7=CC=C(Cl)C=C7)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467d530>,7,7-1
3mxf_5,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=C2C7=CC=C(Cl)C=C7)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467d260>,0,0-1
3mxf_6,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(C)N=CS3)C(C)(C)SCCCCCCNC(=O)C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(=C6C)C)[N]7C(=NN=C47)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467d580>,0,0-1
3mxf_7,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(C)N=CS3)C(C)(C)SCCCCNC(=O)C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(=C6C)C)[N]7C(=NN=C47)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467d490>,0,0-1
3mxf_8,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(C)N=CS3)C(C)(C)SCCOCCNC(=O)C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(=C6C)C)[N]7C(=NN=C47)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467d8a0>,0,0-1
3mxf_9,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(C)N=CS3)C(C)(C)SCCCOCCCNC(=O)C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(=C6C)C)[N]7C(=NN=C47)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467de90>,0,0-1
3oni_1,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCCCCOC4=CC=C(OC5=CC=C(C=C5)N(CC6=CC=CC=C6)C(=O)CCl)C=C4)N=C2C7=CC=C(Cl)C=C7)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467d940>,7,7-1
3pe1_1,ClC1=CC=CC(=C1)NC2=C3C=CN=CC3=C4C=CC(=CC4=N2)C(=O)OCCC5=C[N](CC(=O)NC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467dcb0>,0,0-1
3pe1_2,ClC1=CC=CC(=C1)NC2=C3C=CN=CC3=C4C=CC(=CC4=N2)C(=O)OCCCC5=C[N](CC(=O)NC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467dd00>,0,0-1
3pe1_3,ClC1=CC=CC(=C1)NC2=C3C=CN=CC3=C4C=CC(=CC4=N2)C(=O)OCCCCCC5=C[N](CC(=O)NC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467db20>,0,0-1
3pe1_4,ClC1=CC=CC(=C1)NC2=C3C=CN=CC3=C4C=CC(=CC4=N2)C(=O)OCCOCC5=C[N](CC(=O)NC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467dbc0>,0,0-1
3qqu_1,O=C1CCC(N2C(=O)C3=C(C2=O)C(=CC=C3)NCCOCCOC4=CC=C(NC5=NC=CC(=N5)NC6=CC7=C(C=CC=C7)C=N6)C=C4)C(=O)N1,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467d850>,0,0-0
3qqu_2,O=C1CCC(N2C(=O)C3=C(C2=O)C(=CC=C3)NCCOCCOCCOC4=CC=C(NC5=NC=CC(=N5)NC6=CC7=C(C=CC=C7)C=N6)C=C4)C(=O)N1,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467dc60>,0,0-0
3qqu_3,O=C1CCC(N2C(=O)C3=C(C2=O)C(=CC=C3)NCCOCCOCCOCCOC4=CC=C(NC5=NC=CC(=N5)NC6=CC7=C(C=CC=C7)C=N6)C=C4)C(=O)N1,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467d7b0>,0,0-0
3ue4_1,COC1=CC(=C(Cl)C=C1Cl)NC2=C3C=C(OC)C(=CC3=NC=C2C#N)OCCCN4CCN(CCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)CC4,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467d120>,0,0-1
3ue4_2,COC1=CC(=C(Cl)C=C1Cl)NC2=C3C=C(OC)C(=CC3=NC=C2C#N)OCCCN4CCN(CCCCCCOCCOCCOCCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C)CC4,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467d2b0>,0,0-0
3ue4_3,COC1=CC(=C(Cl)C=C1Cl)NC2=C3C=C(OC)C(=CC3=NC=C2C#N)OCCCN4CCN(CCCCCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C)CC4,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467d0d0>,0,0-0
3ue4_4,COC1=CC(=C(Cl)C=C1Cl)NC2=C3C=C(OC)C(=CC3=NC=C2C#N)OCCCN4CCN(CCCCCCOCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C)CC4,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467ddf0>,0,0-0
3ue4_5,COC1=CC(=C(Cl)C=C1Cl)NC2=C3C=C(OC)C(=CC3=NC=C2C#N)OCCCN4CCN(CCCCCCOCCCCCOCCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C)CC4,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4521f30>,0,0-0
3ue4_6,COC1=CC(=C(Cl)C=C1Cl)NC2=C3C=C(OC)C(=CC3=NC=C2C#N)OCCCN4CCN(CCCCCCOCCOCCOCCCCCC(=O)NC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)CC4,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4521760>,0,0-1
3ue4_7,COC1=CC(=C(Cl)C=C1Cl)NC2=C3C=C(OC)C(=CC3=NC=C2C#N)OCCCN4CCN(CCCCCCOCCOCC(=O)NC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)CC4,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4521da0>,0,0-1
3ue4_8,COC1=CC(=C(Cl)C=C1Cl)NC2=C3C=C(OC)C(=CC3=NC=C2C#N)OCCCN4CCN(CCCCCCOCCOCCOCCOCCOCCOCC(=O)NC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)CC4,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4521260>,0,0-1
3ue4_9,COC1=CC(=C(Cl)C=C1Cl)NC2=C3C=C(OC)C(=CC3=NC=C2C#N)OCCCN4CCN(CCCCCCOCCCCCOCCCCCC(=O)NC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)CC4,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa45213f0>,0,0-1
4bjx_1,C[C@H]1C[C@@H](NC2=CC=C(Cl)C=C2)C3=CC(=CC=C3N1C(C)=O)C4=CC=C(C=C4)C(=O)NCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4521490>,0,0-1
4bjx_2,C[C@H]1C[C@@H](NC2=CC=C(Cl)C=C2)C3=CC(=CC=C3N1C(C)=O)C4=CC=C(C=C4)C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa45212b0>,0,0-1
4bjx_3,C[C@H]1C[C@@H](NC2=CC=C(Cl)C=C2)C3=CC(=CC=C3N1C(C)=O)C4=CC=C(C=C4)C(=O)NCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4521f80>,0,0-1
4ci1_1,O=C1CCC(N2C(=O)C3=C(C2=O)C(=CC=C3)OCCOCCOCCOC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(=O)N1,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4521710>,0,0-0
4ci1_2,O=C1CCC(N2C(=O)C3=CC=C(C=C3C2=O)C(=O)NCCOCCOCCNC(=O)C4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)C(=O)N1,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4521120>,0,0-0
4ci3_1,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4521670>,0,0-0
4ci3_10,O=C1CCC(N2C(=O)C3=C(C2=O)C(=CC=C3)NCCCOCCOCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(=O)N1,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4521030>,0,0-1
4ci3_11,O=C1CCC(N2C(=O)C3=C(C2=O)C(=CC=C3)NCCCOCCCCOCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(=O)N1,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa45217b0>,0,0-1
4ci3_12,O=C1CCC(N2C(=O)C3=C(C2=O)C(=CC=C3)NCCCOCCOCCOCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(=O)N1,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4521c10>,0,0-1
4ci3_13,O=C1CCC(N2C(=O)C3=C(C2=O)C(=CC=C3)NCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(=O)N1,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa45210d0>,0,0-1
4ci3_14,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4521e40>,0,0-1
4ci3_15,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4521990>,0,0-1
4ci3_16,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4521300>,0,0-1
4ci3_17,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCCNC(=O)CNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9a1ba7b0>,0,0-1
4ci3_18,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCCNC(=O)COC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9a1bac10>,0,0-1
4ci3_19,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc440>,0,0-1
4ci3_2,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dccb0>,0,0-0
4ci3_20,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc490>,0,0-0
4ci3_21,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc2b0>,0,0-0
4ci3_22,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCCCOCCOCCCCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dcad0>,0,0-1
4ci3_23,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCCCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dca30>,0,0-1
4ci3_24,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc580>,0,0-0
4ci3_25,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc3f0>,0,0-0
4ci3_26,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dcf30>,0,0-0
4ci3_27,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)C)C(=C2)OCCOCCOCCOCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dca80>,0,0-1
4ci3_28,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)C)C(=C2)OCCOCCOCCOCCOCCOCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc670>,0,0-1
4ci3_29,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)C)C(=C2)OCCCCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dcc60>,0,0-0
4ci3_3,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dce40>,0,0-0
4ci3_30,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)SCCOCCOCCOCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc1c0>,0,0-1
4ci3_31,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)SCCOCCOCCOCCOCCOCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dcb70>,0,0-1
4ci3_32,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)SCCCCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc7b0>,0,0-0
4ci3_33,O=C1CCC(N2C(=O)C3=C(C2=O)C(=CC=C3)NCCOCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(=O)N1,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc8f0>,0,0-1
4ci3_4,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCOCCCCCOCCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc8a0>,0,0-1
4ci3_5,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCOCCCCCCOCCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dcd50>,0,0-1
4ci3_6,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCOCCCCOCCCCOCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dcee0>,0,0-1
4ci3_7,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCOCCOCCOCCOCCOCCOCCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc9e0>,0,0-1
4ci3_8,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCOCCCCOCCCCOCCCCOCCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dcd00>,0,0-1
4ci3_9,O=C1CCC(N2C(=O)C3=C(C2=O)C(=CC=C3)NCCOCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(=O)N1,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc800>,0,0-1
4ekl_1,C[C@@H]1C[C@@H](O)C2=NC=NC(=C12)C3CCN(CC3)C(=O)[C@H](CNCCCCCCCCCCC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)C7=CC=C(Cl)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc6c0>,0,0-1
4g5j_1,CN(C)C/C=C/C(=O)NC1=CC2=C(NC3=CC=C(F)C(=C3)Cl)N=CN=C2C=C1OCCCCOCCCCOCCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc0d0>,0,0-1
